state_abbr,year,month,total_crimes
MI,2014,4,42008
MI,2014,5,44449
MI,2014,6,45335
MI,2014,7,48070
MI,2014,8,47345
MI,2014,9,43665
MI,2014,10,42982
MI,2014,11,36586
MI,2014,12,38172
MI,2015,1,37079
MI,2015,2,29621
MI,2015,3,38860
MI,2015,4,41093
MI,2015,5,42827
MI,2015,6,43190
MI,2015,7,45890
MI,2015,8,46102
MI,2015,9,43214
MI,2015,10,42227
MI,2015,11,37890
MI,2015,12,39554
MI,2016,1,38642
MI,2016,2,34908
MI,2016,3,41505
MI,2016,4,42235
MI,2016,5,44866
MI,2016,6,44364
MI,2016,7,46738
MI,2016,8,47985
MI,2016,9,43806
MI,2016,10,43974
MI,2016,11,40472
MI,2016,12,35502
MO,2007,1,95
MO,2007,2,93
MO,2007,3,116
MO,2007,4,130
MO,2007,5,123
MO,2007,6,148
MO,2007,7,134
MO,2007,8,133
MO,2007,9,125
MO,2007,10,106
MO,2007,11,90
MO,2007,12,50
MO,2008,1,55
MO,2008,2,46
MO,2008,3,77
MO,2008,4,65
MO,2008,5,109
MO,2008,6,87
MO,2008,7,12
MO,2009,1,116
MO,2009,2,114
MO,2009,3,129
MO,2009,4,142
MO,2009,5,128
MO,2009,6,140
MO,2009,7,165
MO,2009,8,538
MO,2009,9,505
MO,2009,10,447
MO,2009,11,454
MO,2009,12,419
MO,2010,1,4150
MO,2010,2,3269
MO,2010,3,4507
MO,2010,4,4756
MO,2010,5,5618
MO,2010,6,5513
MO,2010,7,5665
MO,2010,8,5577
MO,2010,9,5433
MO,2010,10,5560
MO,2010,11,5007
MO,2010,12,4582
MO,2011,1,4034
MO,2011,2,3574
MO,2011,3,4676
MO,2011,4,4901
MO,2011,5,5566
MO,2011,6,5375
MO,2011,7,5724
MO,2011,8,5374
MO,2011,9,5084
MO,2011,10,5192
MO,2011,11,4848
MO,2011,12,5001
MO,2012,1,5078
MO,2012,2,4375
MO,2012,3,5344
MO,2012,4,5286
MO,2012,5,5901
MO,2012,6,5743
MO,2012,7,5871
MO,2012,8,5899
MO,2012,9,5459
MO,2012,10,5459
MO,2012,11,5251
MO,2012,12,5059
MO,2013,1,5395
MO,2013,2,4098
MO,2013,3,5037
MO,2013,4,5104
MO,2013,5,5707
MO,2013,6,5629
MO,2013,7,6142
MO,2013,8,5835
MO,2013,9,4792
MO,2013,10,5351
MO,2013,11,4805
MO,2013,12,4728
MO,2014,1,4794
MO,2014,2,4003
MO,2014,3,5182
MO,2014,4,5332
MO,2014,5,5832
MO,2014,6,5401
MO,2014,7,5732
MO,2014,8,5833
MO,2014,9,5440
MO,2014,10,5724
MO,2014,11,4704
MO,2014,12,5140
MO,2015,1,5281
MO,2015,2,4178
MO,2015,3,4980
MO,2015,4,5101
MO,2015,5,5267
MO,2015,6,5337
MO,2015,7,5620
MO,2015,8,5640
MO,2015,9,5383
MO,2015,10,5403
MO,2015,11,5178
MO,2015,12,5187
MO,2016,1,5002
MO,2016,2,4476
MO,2016,3,5001
MO,2016,4,5042
MO,2016,5,5345
MO,2016,6,5434
MO,2016,7,6076
MO,2016,8,6176
MO,2016,9,5252
MO,2016,10,5389
MO,2016,11,5333
MO,2016,12,5263
MT,2006,1,3989
MT,2006,2,3431
MT,2006,3,4021
MT,2006,4,4167
MT,2006,5,4575
MT,2006,6,4828
MT,2006,7,4798
MT,2006,8,4876
MT,2006,9,4437
MT,2006,10,4392
MT,2006,11,3998
MT,2006,12,3923
NB,2015,1,2295
NB,2015,2,1928
NB,2015,3,2453
NB,2015,4,2468
NB,2015,5,2381
NB,2015,6,2468
NB,2015,7,2754
NB,2015,8,2697
NB,2015,9,2652
NB,2015,10,2644
NB,2015,11,2505
NB,2015,12,2605
NB,2017,1,2861
NB,2017,2,2637
NB,2017,3,3046
NB,2017,4,2872
NB,2017,5,2994
NB,2017,6,3141
NB,2017,7,3260
NB,2017,8,3381
NB,2017,9,3248
NB,2017,10,3366
NB,2017,11,3167
NB,2017,12,2962
NB,2018,1,2806
NB,2018,2,2361
NB,2018,3,2911
NB,2018,4,2957
NB,2018,5,3286
NB,2018,6,3063
NB,2018,7,3378
NB,2018,8,3306
NB,2018,9,3165
NB,2018,10,3177
NB,2018,11,2873
NB,2018,12,2805
NB,2019,1,2807
NB,2019,2,2433
NB,2019,3,2659
NB,2019,4,3027
NB,2019,5,3126
NB,2019,6,3151
NB,2019,7,3050
NB,2019,8,3095
NB,2019,9,3191
NB,2019,10,2773
NB,2019,11,2667
NB,2019,12,2564
ND,2006,1,2178
ND,2006,2,1685
ND,2006,3,1976
ND,2006,4,2214
ND,2006,5,2578
ND,2006,6,2481
ND,2006,7,2709
ND,2006,8,2660
ND,2006,9,2275
ND,2006,10,2410
ND,2006,11,2127
ND,2006,12,1936
ND,2007,1,1930
ND,2007,2,1665
ND,2007,3,2177
ND,2007,4,2308
ND,2007,5,2485
ND,2007,6,2437
ND,2007,7,2592
ND,2007,8,2760
ND,2007,9,2280
ND,2007,10,2349
ND,2007,11,2030
ND,2007,12,1850
ND,2008,1,1924
ND,2008,2,1754
ND,2008,3,2162
ND,2008,4,2223
ND,2008,5,2523
ND,2008,6,2633
ND,2008,7,2792
ND,2008,8,2751
ND,2008,9,2483
ND,2008,10,2553
ND,2008,11,2234
ND,2008,12,1705
ND,2009,1,1803
ND,2009,2,1621
ND,2009,3,1833
ND,2009,4,2296
ND,2009,5,2547
ND,2009,6,2479
ND,2009,7,2795
ND,2009,8,2896
ND,2009,9,2607
ND,2009,10,2401
ND,2009,11,2176
ND,2009,12,1917
ND,2010,1,1904
ND,2010,2,1716
ND,2010,3,2084
ND,2010,4,2370
ND,2010,5,2486
ND,2010,6,2369
ND,2010,7,2562
ND,2010,8,2454
ND,2010,9,2520
ND,2010,10,2576
ND,2010,11,2025
ND,2010,12,1733
ND,2011,1,1929
ND,2011,2,1792
ND,2011,3,1919
ND,2011,4,2263
ND,2011,5,2396
ND,2011,6,2499
ND,2011,7,2854
ND,2011,8,2969
ND,2011,9,2652
ND,2011,10,2902
ND,2011,11,2365
ND,2011,12,2321
ND,2012,1,2412
ND,2012,2,2225
ND,2012,3,2629
ND,2012,4,2686
ND,2012,5,2923
ND,2012,6,3151
ND,2012,7,3145
ND,2012,8,3281
ND,2012,9,2893
ND,2012,10,2809
ND,2012,11,2330
ND,2012,12,2373
ND,2013,1,2330
ND,2013,2,2120
ND,2013,3,2448
ND,2013,4,2587
ND,2013,5,3074
ND,2013,6,3057
ND,2013,7,3256
ND,2013,8,3298
ND,2013,9,3105
ND,2013,10,3172
ND,2013,11,2761
ND,2013,12,2226
ND,2014,1,2462
ND,2014,2,2288
ND,2014,3,2717
ND,2014,4,2826
ND,2014,5,3257
ND,2014,6,3199
ND,2014,7,3470
ND,2014,8,3601
ND,2014,9,3189
ND,2014,10,3342
ND,2014,11,2764
ND,2014,12,2878
ND,2015,1,2960
ND,2015,2,2582
ND,2015,3,3208
ND,2015,4,3332
ND,2015,5,3401
ND,2015,6,3474
ND,2015,7,3640
ND,2015,8,3858
ND,2015,9,3684
ND,2015,10,3618
ND,2015,11,3188
ND,2015,12,3040
ND,2016,1,3208
ND,2016,2,2899
ND,2016,3,3255
ND,2016,4,3192
ND,2016,5,3264
ND,2016,6,3300
ND,2016,7,3513
ND,2016,8,3681
ND,2016,9,3679
ND,2016,10,3693
ND,2016,11,3237
ND,2016,12,2639
NE,2006,1,2520
NE,2006,2,1973
NE,2006,3,2186
NE,2006,4,2216
NE,2006,5,2555
NE,2006,6,2607
NE,2006,7,2747
NE,2006,8,2680
NE,2006,9,2466
NE,2006,10,2638
NE,2006,11,2272
NE,2006,12,2431
NE,2007,1,2148
NE,2007,2,1871
NE,2007,3,2409
NE,2007,4,2570
NE,2007,5,2703
NE,2007,6,2758
NE,2007,7,2861
NE,2007,8,2577
NE,2007,9,2533
NE,2007,10,2414
NE,2007,11,1998
NE,2007,12,1656
NE,2008,1,1935
NE,2008,2,1936
NE,2008,3,2361
NE,2008,4,2363
NE,2008,5,2671
NE,2008,6,2696
NE,2008,7,2818
NE,2008,8,2803
NE,2008,9,2621
NE,2008,10,2638
NE,2008,11,2303
NE,2008,12,2095
NE,2009,1,2216
NE,2009,2,1956
NE,2009,3,2636
NE,2009,4,2451
NE,2009,5,2887
NE,2009,6,2704
NE,2009,7,3015
NE,2009,8,2801
NE,2009,9,2680
NE,2009,10,2464
NE,2009,11,2454
NE,2009,12,1767
NE,2010,1,2015
NE,2010,2,1968
NE,2010,3,2408
NE,2010,4,2480
NE,2010,5,2685
NE,2010,6,2633
NE,2010,7,2967
NE,2010,8,2735
NE,2010,9,2690
NE,2010,10,2705
NE,2010,11,2351
NE,2010,12,2189
NE,2011,1,2071
NE,2011,2,1939
NE,2011,3,2364
NE,2011,4,2485
NE,2011,5,2735
NE,2011,6,2612
NE,2011,7,2780
NE,2011,8,2698
NE,2011,9,2718
NE,2011,10,2706
NE,2011,11,2290
NE,2011,12,2170
NE,2012,1,2255
NE,2012,2,2063
NE,2012,3,2519
NE,2012,4,2505
NE,2012,5,2574
NE,2012,6,2630
NE,2012,7,2828
NE,2012,8,2860
NE,2012,9,2555
NE,2012,10,2599
NE,2012,11,2382
NE,2012,12,2194
NE,2013,1,2256
NE,2013,2,2045
NE,2013,3,2410
NE,2013,4,2302
NE,2013,5,2406
NE,2013,6,2530
NE,2013,7,2690
NE,2013,8,2656
NE,2013,9,2456
NE,2013,10,2595
NE,2013,11,2358
NE,2013,12,2009
NE,2014,1,2277
NE,2014,2,1852
NE,2014,3,2134
NE,2014,4,2377
NE,2014,5,2673
NE,2014,6,2538
NE,2014,7,2612
NE,2014,8,2558
NE,2014,9,2570
NE,2014,10,2453
NE,2014,11,2074
NE,2014,12,2099
NE,2016,1,2420
NE,2016,2,2317
NE,2016,3,2664
NE,2016,4,2675
NE,2016,5,2836
NE,2016,6,2720
NE,2016,7,2831
NE,2016,8,2925
NE,2016,9,2720
NE,2016,10,2862
NE,2016,11,2638
NE,2016,12,2490
NH,2006,1,4083
NH,2006,2,3756
NH,2006,3,4380
NH,2006,4,4654
NH,2006,5,4776
NH,2006,6,4833
NH,2006,7,5350
NH,2006,8,5389
NH,2006,9,4737
NH,2006,10,4778
NH,2006,11,4500
NH,2006,12,4315
NH,2007,1,4072
NH,2007,2,3511
NH,2007,3,4077
NH,2007,4,4413
NH,2007,5,4957
NH,2007,6,5008
NH,2007,7,5319
NH,2007,8,5419
NH,2007,9,5040
NH,2007,10,5193
NH,2007,11,4451
NH,2007,12,3535
NH,2008,1,4686
NH,2008,2,4331
NH,2008,3,4999
NH,2008,4,5371
NH,2008,5,6014
NH,2008,6,5797
NH,2008,7,6085
NH,2008,8,6085
NH,2008,9,5458
NH,2008,10,5793
NH,2008,11,5269
NH,2008,12,4568
NH,2009,1,4487
NH,2009,2,4275
NH,2009,3,5378
NH,2009,4,5794
NH,2009,5,5875
NH,2009,6,6144
NH,2009,7,6129
NH,2009,8,6276
NH,2009,9,5859
NH,2009,10,5805
NH,2009,11,5332
NH,2009,12,4664
NH,2010,1,4903
NH,2010,2,4538
NH,2010,3,5596
NH,2010,4,5751
NH,2010,5,6018
NH,2010,6,5935
NH,2010,7,6323
NH,2010,8,6523
NH,2010,9,5939
NH,2010,10,5877
NH,2010,11,5064
NH,2010,12,4877
NH,2011,1,4495
NH,2011,2,3957
NH,2011,3,4884
NH,2011,4,5448
NH,2011,5,5725
NH,2011,6,5787
NH,2011,7,6214
NH,2011,8,6615
NH,2011,9,6005
NH,2011,10,5939
NH,2011,11,5592
NH,2011,12,5504
NH,2012,1,5046
NH,2012,2,4946
NH,2012,3,5603
NH,2012,4,5523
NH,2012,5,5929
NH,2012,6,5583
NH,2012,7,6484
NH,2012,8,6143
NH,2012,9,5652
NH,2012,10,5552
NH,2012,11,4902
NH,2012,12,4666
NH,2013,1,4710
NH,2013,2,4071
NH,2013,3,4812
NH,2013,4,5170
NH,2013,5,5645
NH,2013,6,5486
NH,2013,7,6009
NH,2013,8,6095
NH,2013,9,5728
NH,2013,10,5712
NH,2013,11,4847
NH,2013,12,4341
NH,2014,1,4763
NH,2014,2,3923
NH,2014,3,4777
NH,2014,4,5319
NH,2014,5,5789
NH,2014,6,5533
NH,2014,7,5939
NH,2014,8,5702
NH,2014,9,5515
NH,2014,10,5797
NH,2014,11,4631
NH,2014,12,4673
NH,2015,1,4343
NH,2015,2,3592
NH,2015,3,5016
NH,2015,4,5948
NH,2015,5,5596
NH,2015,6,5440
NH,2015,7,5719
NH,2015,8,5632
NH,2015,9,5445
NH,2015,10,5346
NH,2015,11,4845
NH,2015,12,5095
NH,2016,1,4690
NH,2016,2,4069
NH,2016,3,4874
NH,2016,4,4940
NH,2016,5,5413
NH,2016,6,5235
NH,2016,7,5173
NH,2016,8,5413
NH,2016,9,5201
NH,2016,10,4902
NH,2016,11,4481
NH,2016,12,4205
NH,2017,1,4515
NH,2017,2,3929
NH,2017,3,4677
NH,2017,4,4828
NH,2017,5,5194
NH,2017,6,5024
NH,2017,7,5265
NH,2017,8,5086
NH,2017,9,4671
NH,2017,10,4869
NH,2017,11,4421
NH,2017,12,3848
NH,2018,1,4084
NH,2018,2,3795
NH,2018,3,4361
NH,2018,4,4453
NH,2018,5,5117
NH,2018,6,4875
NH,2018,7,5034
NH,2018,8,4889
NH,2018,9,4875
NH,2018,10,4913
NH,2018,11,4248
NH,2018,12,4277
NM,2018,1,6140
NM,2018,2,5657
NM,2018,3,5980
NM,2018,4,5858
NM,2018,5,6146
NM,2018,6,5784
NM,2018,7,5687
NM,2018,8,5833
NM,2018,9,5759
NM,2018,10,5723
NM,2018,11,5454
NM,2018,12,5373
NM,2019,1,5678
NM,2019,2,5052
NM,2019,3,5478
NM,2019,4,5511
NM,2019,5,5550
NM,2019,6,5205
NM,2019,7,5884
NM,2019,8,6151
NM,2019,9,5755
NM,2019,10,5850
NM,2019,11,5570
NM,2019,12,5885
OH,2006,1,41855
OH,2006,2,35258
OH,2006,3,42093
OH,2006,4,42213
OH,2006,5,45709
OH,2006,6,46467
OH,2006,7,48345
OH,2006,8,46000
OH,2006,9,41955
OH,2006,10,42130
OH,2006,11,39301
OH,2006,12,40361
OH,2007,1,40307
OH,2007,2,30402
OH,2007,3,42714
OH,2007,4,41568
OH,2007,5,47230
OH,2007,6,47075
OH,2007,7,48990
OH,2007,8,48392
OH,2007,9,44764
OH,2007,10,44453
OH,2007,11,39732
OH,2007,12,38287
OH,2008,1,40132
OH,2008,2,33778
OH,2008,3,39710
OH,2008,4,43806
OH,2008,5,46851
OH,2008,6,47991
OH,2008,7,51642
OH,2008,8,50994
OH,2008,9,47616
OH,2008,10,45537
OH,2008,11,39973
OH,2008,12,39214
OH,2009,1,36149
OH,2009,2,34185
OH,2009,3,43740
OH,2009,4,44331
OH,2009,5,47614
OH,2009,6,48495
OH,2009,7,49706
OH,2009,8,50083
OH,2009,9,45737
OH,2009,10,45514
OH,2009,11,43406
OH,2009,12,39385
OH,2010,1,38122
OH,2010,2,30466
OH,2010,3,42822
OH,2010,4,45444
OH,2010,5,48310
OH,2010,6,49063
OH,2010,7,52240
OH,2010,8,50484
OH,2010,9,46375
OH,2010,10,46124
OH,2010,11,41695
OH,2010,12,37053
OH,2011,1,37524
OH,2011,2,31206
OH,2011,3,40435
OH,2011,4,42623
OH,2011,5,45847
OH,2011,6,47109
OH,2011,7,50455
OH,2011,8,49672
OH,2011,9,45611
OH,2011,10,45819
OH,2011,11,43567
OH,2011,12,42373
OH,2012,1,39019
OH,2012,2,35237
OH,2012,3,41827
OH,2012,4,41316
OH,2012,5,45671
OH,2012,6,46060
OH,2012,7,48679
OH,2012,8,47606
OH,2012,9,43213
OH,2012,10,42031
OH,2012,11,38688
OH,2012,12,36973
OH,2013,1,39611
OH,2013,2,32248
OH,2013,3,38336
OH,2013,4,41165
OH,2013,5,44491
OH,2013,6,43649
OH,2013,7,46273
OH,2013,8,46183
OH,2013,9,43789
OH,2013,10,41928
OH,2013,11,37448
OH,2013,12,34936
OH,2014,1,34348
OH,2014,2,28835
OH,2014,3,37353
OH,2014,4,40498
OH,2014,5,43241
OH,2014,6,43136
OH,2014,7,44850
OH,2014,8,46218
OH,2014,9,42803
OH,2014,10,42426
OH,2014,11,36189
OH,2014,12,37333
OH,2015,1,35556
OH,2015,2,28824
OH,2015,3,37814
OH,2015,4,39634
OH,2015,5,42882
OH,2015,6,41688
OH,2015,7,45171
OH,2015,8,44494
OH,2015,9,42215
OH,2015,10,39607
OH,2015,11,34280
OH,2015,12,34210
OH,2016,1,37062
OH,2016,2,33585
OH,2016,3,40439
OH,2016,4,39018
OH,2016,5,43067
OH,2016,6,43014
OH,2016,7,43851
OH,2016,8,43708
OH,2016,9,41421
OH,2016,10,41520
OH,2016,11,37631
OH,2016,12,35342
OH,2017,1,40900
OH,2017,2,36009
OH,2017,3,39029
OH,2017,4,41265
OH,2017,5,44247
OH,2017,6,44117
OH,2017,7,46011
OH,2017,8,45342
OH,2017,9,43041
OH,2017,10,42954
OH,2017,11,38932
OH,2017,12,35927
OH,2018,1,36023
OH,2018,2,33296
OH,2018,3,37692
OH,2018,4,39086
OH,2018,5,43255
OH,2018,6,41540
OH,2018,7,44688
OH,2018,8,44319
OH,2018,9,40877
OH,2018,10,40265
OH,2018,11,35620
OH,2018,12,37342
OH,2019,1,34209
OH,2019,2,32600
OH,2019,3,36337
OH,2019,4,37708
OH,2019,5,39972
OH,2019,6,38801
OH,2019,7,41106
OH,2019,8,39940
OH,2019,9,38526
OH,2019,10,37013
OH,2019,11,33042
OH,2019,12,33617
OK,2008,1,1638
OK,2008,2,1594
OK,2008,3,1809
OK,2008,4,1878
OK,2008,5,1999
OK,2008,6,1809
OK,2008,7,1864
OK,2008,8,1921
OK,2008,9,1843
OK,2008,10,2194
OK,2008,11,2017
OK,2008,12,1941
OK,2009,1,1988
OK,2009,2,1896
OK,2009,3,2161
OK,2009,4,2232
OK,2009,5,2474
OK,2009,6,2146
OK,2009,7,2380
OK,2009,8,2316
OK,2009,9,2204
OK,2009,10,2128
OK,2009,11,1962
OK,2009,12,1913
OK,2010,1,2072
OK,2010,2,1815
OK,2010,3,2175
OK,2010,4,2327
OK,2010,5,2468
OK,2010,6,2247
OK,2010,7,2338
OK,2010,8,2426
OK,2010,9,2095
OK,2010,10,2063
OK,2010,11,2010
OK,2010,12,1853
OK,2011,1,2106
OK,2011,2,1684
OK,2011,3,1375
OK,2011,4,2521
OK,2011,5,2780
OK,2011,6,2868
OK,2011,7,3244
OK,2011,8,2829
OK,2011,9,2987
OK,2011,10,2991
OK,2011,11,2921
OK,2011,12,2900
OK,2012,1,3736
OK,2012,2,3375
OK,2012,3,4180
OK,2012,4,4254
OK,2012,5,4569
OK,2012,6,4440
OK,2012,7,4732
OK,2012,8,4571
OK,2012,9,4416
OK,2012,10,4474
OK,2012,11,3983
OK,2012,12,4109
OK,2013,1,5143
OK,2013,2,4412
OK,2013,3,5228
OK,2013,4,5344
OK,2013,5,5668
OK,2013,6,5545
OK,2013,7,5552
OK,2013,8,5689
OK,2013,9,5384
OK,2013,10,5336
OK,2013,11,4885
OK,2013,12,4489
OK,2014,1,5205
OK,2014,2,4272
OK,2014,3,5333
OK,2014,4,5557
OK,2014,5,5921
OK,2014,6,5830
OK,2014,7,5752
OK,2014,8,5820
OK,2014,9,5358
OK,2014,10,5502
OK,2014,11,4880
OK,2014,12,5113
OK,2015,1,5852
OK,2015,2,4680
OK,2015,3,5714
OK,2015,4,5953
OK,2015,5,6086
OK,2015,6,6109
OK,2015,7,6501
OK,2015,8,6224
OK,2015,9,6018
OK,2015,10,6165
OK,2015,11,5359
OK,2015,12,5650
OK,2016,1,6604
OK,2016,2,6146
OK,2016,3,6806
OK,2016,4,6790
OK,2016,5,7036
OK,2016,6,6831
OK,2016,7,7051
OK,2016,8,7215
OK,2016,9,6765
OK,2016,10,7017
OK,2016,11,6165
OK,2016,12,6679
OK,2017,1,7086
OK,2017,2,6602
OK,2017,3,7150
OK,2017,4,7012
OK,2017,5,7459
OK,2017,6,7222
OK,2017,7,7125
OK,2017,8,7107
OK,2017,9,6827
OK,2017,10,7103
OK,2017,11,6692
OK,2017,12,6233
OK,2018,1,7287
OK,2018,2,6297
OK,2018,3,7516
OK,2018,4,7246
OK,2018,5,7660
OK,2018,6,7274
OK,2018,7,7602
OK,2018,8,7645
OK,2018,9,7357
OK,2018,10,7758
OK,2018,11,6828
OK,2018,12,6696
OK,2019,1,7081
OK,2019,2,6516
OK,2019,3,7021
OK,2019,4,9242
OK,2019,5,12029
OK,2019,6,11624
OK,2019,7,12378
OK,2019,8,12281
OK,2019,9,11969
OK,2019,10,11186
OK,2019,11,10418
OK,2019,12,10364
OR,2006,1,6436
OR,2006,2,5758
OR,2006,3,6369
OR,2006,4,6158
OR,2006,5,6703
OR,2006,6,6488
OR,2006,7,6851
OR,2006,8,6999
OR,2006,9,6605
OR,2006,10,6651
OR,2006,11,6043
OR,2006,12,6204
OR,2007,1,6275
OR,2007,2,5849
OR,2007,3,6852
OR,2007,4,6377
OR,2007,5,6462
OR,2007,6,6159
OR,2007,7,6317
OR,2007,8,6203
OR,2007,9,6093
OR,2007,10,6182
OR,2007,11,5629
OR,2007,12,5390
OR,2008,1,5535
OR,2008,2,5407
OR,2008,3,5703
OR,2008,4,5591
OR,2008,5,5998
OR,2008,6,5780
OR,2008,7,5959
OR,2008,8,5903
OR,2008,9,5904
OR,2008,10,5827
OR,2008,11,5642
OR,2008,12,5163
OR,2009,1,5603
OR,2009,2,4773
OR,2009,3,5423
OR,2009,4,5487
OR,2009,5,5667
OR,2009,6,5474
OR,2009,7,5764
OR,2009,8,5517
OR,2009,9,5186
OR,2009,10,5585
OR,2009,11,5179
OR,2009,12,5253
OR,2010,1,5824
OR,2010,2,4877
OR,2010,3,5526
OR,2010,4,5392
OR,2010,5,5667
OR,2010,6,5444
OR,2010,7,5719
OR,2010,8,5883
OR,2010,9,5631
OR,2010,10,5619
OR,2010,11,5189
OR,2010,12,5334
OR,2011,1,5694
OR,2011,2,4984
OR,2011,3,5747
OR,2011,4,5541
OR,2011,5,5964
OR,2011,6,6115
OR,2011,7,6680
OR,2011,8,6380
OR,2011,9,5891
OR,2011,10,6128
OR,2011,11,5721
OR,2011,12,6054
OR,2012,1,6137
OR,2012,2,5475
OR,2012,3,5834
OR,2012,4,5792
OR,2012,5,6271
OR,2012,6,6245
OR,2012,7,6618
OR,2012,8,6683
OR,2012,9,6104
OR,2012,10,6395
OR,2012,11,6142
OR,2012,12,6177
OR,2013,1,6261
OR,2013,2,5257
OR,2013,3,6610
OR,2013,4,6588
OR,2013,5,7135
OR,2013,6,6759
OR,2013,7,7069
OR,2013,8,6706
OR,2013,9,6025
OR,2013,10,5984
OR,2013,11,6306
OR,2013,12,6896
OR,2014,1,8010
OR,2014,2,6865
OR,2014,3,8047
OR,2014,4,7928
OR,2014,5,8417
OR,2014,6,8089
OR,2014,7,8634
OR,2014,8,8534
OR,2014,9,8487
OR,2014,10,8607
OR,2014,11,7652
OR,2014,12,8175
OR,2015,1,9097
OR,2015,2,8282
OR,2015,3,8818
OR,2015,4,10625
OR,2015,5,15232
OR,2015,6,15344
OR,2015,7,15647
OR,2015,8,15723
OR,2015,9,14973
OR,2015,10,15828
OR,2015,11,14632
OR,2015,12,14982
OR,2016,1,16904
OR,2016,2,16151
OR,2016,3,16813
OR,2016,4,16651
OR,2016,5,16713
OR,2016,6,16304
OR,2016,7,16158
OR,2016,8,14055
OR,2016,9,17142
OR,2016,10,17659
OR,2016,11,17041
OR,2016,12,16122
OR,2017,1,16979
OR,2017,2,16335
OR,2017,3,18675
OR,2017,4,17844
OR,2017,5,18836
OR,2017,6,18488
OR,2017,7,18641
OR,2017,8,18022
OR,2017,9,17397
OR,2017,10,18383
OR,2017,11,17263
OR,2017,12,17247
OR,2018,1,19589
OR,2018,2,16860
OR,2018,3,18517
OR,2018,4,18685
OR,2018,5,19485
OR,2018,6,18513
OR,2018,7,19088
OR,2018,8,19465
OR,2018,9,18010
OR,2018,10,18815
OR,2018,11,17815
OR,2018,12,17665
OR,2019,1,18134
OR,2019,2,15631
OR,2019,3,17250
OR,2019,4,17113
OR,2019,5,18020
OR,2019,6,17309
OR,2019,7,18171
OR,2019,8,17906
OR,2019,9,17106
OR,2019,10,17071
OR,2019,11,16097
OR,2019,12,16057
PA,2012,1,1
PA,2012,2,2
PA,2012,3,3
PA,2012,5,1
PA,2012,6,1
PA,2012,7,1
PA,2013,1,16
PA,2013,2,27
PA,2013,3,43
PA,2013,4,43
PA,2013,5,44
PA,2013,6,43
PA,2013,7,58
PA,2013,8,62
PA,2013,9,71
PA,2013,10,90
PA,2013,11,108
PA,2013,12,338
PA,2014,1,369
PA,2014,2,266
PA,2014,3,328
PA,2014,4,364
PA,2014,5,406
PA,2014,6,427
PA,2014,7,429
PA,2014,8,501
PA,2014,9,464
PA,2014,10,436
PA,2014,11,398
PA,2014,12,407
PA,2015,1,418
PA,2015,2,385
PA,2015,3,458
PA,2015,4,450
PA,2015,5,496
PA,2015,6,524
PA,2015,7,579
PA,2015,8,538
PA,2015,9,510
PA,2015,10,545
PA,2015,11,470
PA,2015,12,507
PA,2016,1,422
PA,2016,2,409
PA,2016,3,413
PA,2016,4,380
PA,2016,5,422
PA,2016,6,458
PA,2016,7,470
PA,2016,8,455
PA,2016,9,474
PA,2016,10,495
PA,2016,11,396
PA,2016,12,441
PA,2017,1,461
PA,2017,2,443
PA,2017,3,415
PA,2017,4,432
PA,2017,5,443
PA,2017,6,467
PA,2017,7,504
PA,2017,8,449
PA,2017,9,450
PA,2017,10,502
PA,2017,11,424
PA,2017,12,431
PA,2018,1,339
PA,2018,2,329
PA,2018,3,372
PA,2018,4,353
PA,2018,5,369
PA,2018,6,317
PA,2018,7,298
PA,2018,8,293
PA,2018,9,217
PA,2018,10,151
PA,2018,11,335
PA,2018,12,318
PA,2019,1,305
PA,2019,2,302
PA,2019,3,312
PA,2019,4,312
PA,2019,5,329
PA,2019,6,289
PA,2019,7,228
PA,2019,8,49
RI,2006,1,3429
RI,2006,2,3031
RI,2006,3,3565
RI,2006,4,3533
RI,2006,5,3887
RI,2006,6,3497
RI,2006,7,3979
RI,2006,8,4074
RI,2006,9,3914
RI,2006,10,3755
RI,2006,11,3481
RI,2006,12,3487
RI,2007,1,4771
RI,2007,2,3939
RI,2007,3,3927
RI,2007,4,4803
RI,2007,5,5352
RI,2007,6,5211
RI,2007,7,5433
RI,2007,8,5216
RI,2007,9,5153
RI,2007,10,5382
RI,2007,11,4721
RI,2007,12,4471
RI,2008,1,4774
RI,2008,2,4188
RI,2008,3,4818
RI,2008,4,4945
RI,2008,5,5408
RI,2008,6,5489
RI,2008,7,5908
RI,2008,8,5693
RI,2008,9,5032
RI,2008,10,5587
RI,2008,11,4860
RI,2008,12,4332
RI,2009,1,3940
RI,2009,2,3877
RI,2009,3,4800
RI,2009,4,4864
RI,2009,5,5295
RI,2009,6,4966
RI,2009,7,5228
RI,2009,8,5379
RI,2009,9,5041
RI,2009,10,5141
RI,2009,11,4563
RI,2009,12,4518
RI,2010,1,4259
RI,2010,2,3831
RI,2010,3,4832
RI,2010,4,4940
RI,2010,5,5095
RI,2010,6,4834
RI,2010,7,5261
RI,2010,8,5234
RI,2010,9,4738
RI,2010,10,5066
RI,2010,11,4510
RI,2010,12,4155
RI,2011,1,3875
RI,2011,2,3372
RI,2011,3,4660
RI,2011,4,3907
RI,2011,5,5034
RI,2011,6,5101
RI,2011,7,5470
RI,2011,8,5459
RI,2011,9,4867
RI,2011,10,4785
RI,2011,11,4514
RI,2011,12,4554
RI,2012,1,4246
RI,2012,2,3937
RI,2012,3,4663
