state_abbr,year,month,total_crimes
WA,2007,5,6176
WA,2007,6,5854
WA,2007,7,6137
WA,2007,8,6126
WA,2007,9,5622
WA,2007,10,5782
WA,2007,11,5455
WA,2007,12,5506
WA,2008,1,5732
WA,2008,2,5409
WA,2008,3,5923
WA,2008,4,5901
WA,2008,5,6320
WA,2008,6,6045
WA,2008,7,6607
WA,2008,8,6832
WA,2008,9,6222
WA,2008,10,6404
WA,2008,11,6171
WA,2008,12,5224
WA,2009,1,6034
WA,2009,2,5430
WA,2009,3,5947
WA,2009,4,6018
WA,2009,5,5779
WA,2009,6,6008
WA,2009,7,6347
WA,2009,8,6302
WA,2009,9,5934
WA,2009,10,6301
WA,2009,11,6100
WA,2009,12,6155
WA,2010,1,7288
WA,2010,2,5886
WA,2010,3,6535
WA,2010,4,6447
WA,2010,5,7447
WA,2010,6,7508
WA,2010,7,7916
WA,2010,8,7493
WA,2010,9,7260
WA,2010,10,7739
WA,2010,11,6568
WA,2010,12,6960
WA,2011,1,10079
WA,2011,2,8473
WA,2011,3,10095
WA,2011,4,11163
WA,2011,5,11684
WA,2011,6,12434
WA,2011,7,13436
WA,2011,8,14218
WA,2011,9,14384
WA,2011,10,14921
WA,2011,11,14092
WA,2011,12,14629
WA,2012,1,21121
WA,2012,2,20667
WA,2012,3,23179
WA,2012,4,23230
WA,2012,5,24774
WA,2012,6,24530
WA,2012,7,25483
WA,2012,8,25600
WA,2012,9,24319
WA,2012,10,25027
WA,2012,11,24212
WA,2012,12,23393
WA,2013,1,25323
WA,2013,2,21768
WA,2013,3,24145
WA,2013,4,23639
WA,2013,5,25875
WA,2013,6,25019
WA,2013,7,26499
WA,2013,8,26617
WA,2013,9,25936
WA,2013,10,26873
WA,2013,11,25827
WA,2013,12,25643
WA,2014,1,27005
WA,2014,2,22482
WA,2014,3,28491
WA,2014,4,26845
WA,2014,5,27435
WA,2014,6,27200
WA,2014,7,27630
WA,2014,8,27063
WA,2014,9,26688
WA,2014,10,27028
WA,2014,11,24481
WA,2014,12,25908
WA,2015,1,26754
WA,2015,2,23412
WA,2015,3,26311
WA,2015,4,25774
WA,2015,5,27228
WA,2015,6,26936
WA,2015,7,28107
WA,2015,8,27549
WA,2015,9,26960
WA,2015,10,27828
WA,2015,11,28547
WA,2015,12,29938
WA,2016,1,30769
WA,2016,2,28216
WA,2016,3,29914
WA,2016,4,29630
WA,2016,5,30921
WA,2016,6,29493
WA,2016,7,30451
WA,2016,8,31407
WA,2016,9,30824
WA,2016,10,34596
WA,2016,11,34120
WA,2016,12,31876
WA,2017,1,31694
WA,2017,2,27308
WA,2017,3,32687
WA,2017,4,32075
WA,2017,5,34336
WA,2017,6,33329
WA,2017,7,33297
WA,2017,8,33119
WA,2017,9,30888
WA,2017,10,32880
WA,2017,11,31073
WA,2017,12,30714
WA,2018,1,32590
WA,2018,2,27852
WA,2018,3,30482
WA,2018,4,29973
WA,2018,5,33021
WA,2018,6,30963
WA,2018,7,32019
WA,2018,8,33215
WA,2018,9,31923
WA,2018,10,33105
WA,2018,11,31161
WA,2018,12,31382
WA,2019,1,32507
WA,2019,2,24813
WA,2019,3,29141
WA,2019,4,29316
WA,2019,5,31480
WA,2019,6,30123
WA,2019,7,31683
WA,2019,8,31518
WA,2019,9,29841
WA,2019,10,30470
WA,2019,11,28793
WA,2019,12,29224
WV,2006,1,8335
WV,2006,2,6884
WV,2006,3,7885
WV,2006,4,8115
WV,2006,5,8564
WV,2006,6,8935
WV,2006,7,9202
WV,2006,8,9101
WV,2006,9,8570
WV,2006,10,8096
WV,2006,11,7616
WV,2006,12,7865
WV,2007,1,7395
WV,2007,2,5901
WV,2007,3,7987
WV,2007,4,8143
WV,2007,5,8830
WV,2007,6,8718
WV,2007,7,8748
WV,2007,8,8684
WV,2007,9,8152
WV,2007,10,8200
WV,2007,11,7073
WV,2007,12,6854
WV,2008,1,7303
WV,2008,2,6838
WV,2008,3,8325
WV,2008,4,8246
WV,2008,5,8167
WV,2008,6,7865
WV,2008,7,8384
WV,2008,8,8392
WV,2008,9,7965
WV,2008,10,8219
WV,2008,11,6858
WV,2008,12,7187
WV,2009,1,6528
WV,2009,2,6286
WV,2009,3,7735
WV,2009,4,7900
WV,2009,5,8074
WV,2009,6,8103
WV,2009,7,8379
WV,2009,8,8556
WV,2009,9,7836
WV,2009,10,8031
WV,2009,11,7406
WV,2009,12,6732
WV,2010,1,6138
WV,2010,2,5106
WV,2010,3,6536
WV,2010,4,5925
WV,2010,5,4731
WV,2010,6,7864
WV,2010,7,7959
WV,2010,8,7426
WV,2010,9,6960
WV,2010,10,7141
WV,2010,11,5843
WV,2010,12,4689
WV,2011,1,4420
WV,2011,2,2561
WV,2011,3,5169
WV,2011,4,6229
WV,2011,5,4871
WV,2011,6,5700
WV,2011,7,7480
WV,2011,8,7622
WV,2011,9,7432
WV,2011,10,7379
WV,2011,11,7027
WV,2011,12,7107
WV,2012,1,6569
WV,2012,2,6193
WV,2012,3,7391
WV,2012,4,7240
WV,2012,5,7913
WV,2012,6,7319
WV,2012,7,7966
WV,2012,8,7551
WV,2012,9,6936
WV,2012,10,6929
WV,2012,11,6314
WV,2012,12,5933
WV,2013,1,6028
WV,2013,2,3866
WV,2013,3,3080
WV,2013,4,3734
WV,2013,5,7332
WV,2013,6,6880
WV,2013,7,6519
WV,2013,8,6437
WV,2013,9,6399
WV,2013,10,6204
WV,2013,11,5593
WV,2013,12,5557
WV,2014,1,5270
WV,2014,2,4866
WV,2014,3,5820
WV,2014,4,5476
WV,2014,5,6007
WV,2014,6,5673
WV,2014,7,5085
WV,2014,8,4264
WV,2014,9,5093
WV,2014,10,5757
WV,2014,11,4962
WV,2014,12,4998
WV,2015,1,5222
WV,2015,2,3709
WV,2015,3,4973
WV,2015,4,5399
WV,2015,5,5956
WV,2015,6,6043
WV,2015,7,6078
WV,2015,8,5956
WV,2015,9,5562
WV,2015,10,5817
WV,2015,11,5170
WV,2015,12,6013
WV,2016,1,5071
WV,2016,2,4720
WV,2016,3,6268
WV,2016,4,6177
WV,2016,5,6408
WV,2016,6,6361
WV,2016,7,6339
WV,2016,8,6460
WV,2016,9,5784
WV,2016,10,5415
WV,2016,11,5468
WV,2016,12,5250
WV,2017,1,5845
WV,2017,2,5081
WV,2017,3,5428
WV,2017,4,5637
WV,2017,5,6040
WV,2017,6,5746
WV,2017,7,5813
WV,2017,8,5991
WV,2017,9,5799
WV,2017,10,5615
WV,2017,11,5157
WV,2017,12,4850
WV,2018,1,4813
WV,2018,2,4535
WV,2018,3,4785
WV,2018,4,4773
WV,2018,5,5023
WV,2018,6,4315
WV,2018,7,3748
WV,2018,8,4854
WV,2018,9,4709
WV,2018,10,3989
WV,2018,11,4099
WV,2018,12,4614
WV,2019,1,4242
WV,2019,2,4136
WV,2019,3,4218
WV,2019,4,4257
WV,2019,5,4343
WV,2019,6,4080
WV,2019,7,4442
WV,2019,8,4133
WV,2019,9,3658
WV,2019,10,2678
WV,2019,11,2726
WV,2019,12,3537
